Country,SR_RMS,SR_R2,SIR_RMS,SIR_R2,SIR_R0,CWT_RMS,CWT_R2,CWT_Modes,Best_Model
UK,404.97072767389943,0.9474596339557941,481.8047409385867,0.9256316805523717,7.348137619519728,2350.2176253637026,-0.7695465311970564,3,SR
Norway,35.10392662423327,0.8211151389434963,37.103070619384305,0.8001602408279898,3.0198382665781116,256.60012218910964,-8.558195505616602,3,SR
Sweden,197.56599575914487,0.7370847515092258,244.29373148521037,0.598009281387442,1189.890550816673,1677.672595219715,-17.958579771730644,3,SR
