fra;strate2;jour;PourAvec;tx_indic_7J_DC;tx_indic_7J_hosp;tx_indic_7J_SC;tx_prev_hosp;tx_prev_SC
FR;0;2021-01-03;0;2.60150507349364;11.1629301320815;1.71645695570714;36.3570018890711;4.13320450966286
FR;0;2021-01-03;1;;9.18125673703768;1.51828961620276;28.3736890690374;3.65939087084786
FR;0;2021-01-03;2;;1.98167339504383;0.198167339504384;7.98331282003373;0.473813638814992
FR;0;2021-01-04;0;2.60746499347873;11.2180593919436;1.7298667756736;37.8022824854565;4.28816242927531
FR;0;2021-01-04;1;;9.20956635696687;1.53169943616922;29.5030939062128;3.78603917053112
FR;0;2021-01-04;2;;2.00849303497676;0.198167339504384;8.29918857924373;0.50212325874419
FR;0;2021-01-05;0;2.57617541355699;11.4117567914592;1.74923651562516;37.6458345858478;4.19727364950262
FR;0;2021-01-05;1;;9.29598519675074;1.55255915611705;29.2706570267941;3.72643997068017
FR;0;2021-01-05;2;;2.11577159470846;0.19667735950811;8.37517755905368;0.470833678822445
FR;0;2021-01-06;0;2.53445597366133;11.5726746310567;1.76264633559162;37.4312774663844;4.12128466969267
FR;0;2021-01-06;1;;9.42263349643399;1.56894893607606;29.0054405874574;3.66684077082923
FR;0;2021-01-06;2;;2.15004113462275;0.193697399515563;8.42583687892698;0.454443898863436
FR;0;2021-01-07;0;2.51806619370232;11.8811004902854;1.80436577548728;37.2211902869098;4.12724458967776
FR;0;2021-01-07;1;;9.65060043586385;1.61662829595681;28.8042932879605;3.6683307508255
FR;0;2021-01-07;2;;2.23050005442152;0.187737479530469;8.41689699894934;0.458913838852257
FR;0;2021-01-08;0;2.53743593365387;12.8153179479489;1.87439483531214;37.1392413871148;4.11830470970012
FR;0;2021-01-08;1;;10.403040333982;1.67026757582266;28.7059546082064;3.65939087084786
FR;0;2021-01-08;2;;2.41227761396689;0.204127259489478;8.43328677890835;0.458913838852257
FR;0;2021-01-09;0;2.57021549357189;12.9985854874905;1.90717439523016;36.4791802487656;4.08105520979328
FR;0;2021-01-09;1;;10.5341585736541;1.71347699571459;28.208301289451;3.64747103087768
FR;0;2021-01-09;2;;2.46442691383647;0.193697399515563;8.27087895931453;0.433584178915606
FR;0;2021-01-10;0;2.59107521351972;12.8495874878632;1.88333471528978;36.7846261480016;4.12575460968149
FR;0;2021-01-10;1;;10.4209200939373;1.70155715574441;28.5122572086908;3.70111031074352
FR;0;2021-01-10;2;;2.4286673939259;0.181777559545374;8.27236893931081;0.424644298937965
FR;0;2021-01-11;0;2.58958523352345;12.936006327647;1.86843491532704;38.3744348040255;4.26730270932748
FR;0;2021-01-11;1;;10.4253900339261;1.69708721575558;29.678911545773;3.83073857041932
FR;0;2021-01-11;2;;2.51061629372095;0.171347699571459;8.6955232582525;0.436564138908153
FR;0;2021-01-12;0;2.56872551357562;13.1520534271067;1.95336377511464;38.404234403951;4.27773256930139
FR;0;2021-01-12;1;;10.5639581735795;1.75221647561771;29.5135237661867;3.82477865043423
FR;0;2021-01-12;2;;2.58809525352717;0.201147299496931;8.89071063776433;0.452953918867162
FR;0;2021-01-13;0;2.5866052735309;13.5454081461229;1.99061327502148;38.6620009433063;4.33137184916724
FR;0;2021-01-13;1;;10.7993750129908;1.79095595552082;29.5880227660004;3.86947805032244
FR;0;2021-01-13;2;;2.74603313313217;0.199657319500657;9.07397817730598;0.461893798844804
FR;0;2021-01-14;0;2.65067441337066;13.8270143654186;2.00849303497676;38.8273887228927;4.33286182916351
FR;0;2021-01-14;1;;11.002012292484;1.81032569547238;29.6193123459221;3.86351813033734
FR;0;2021-01-14;2;;2.82500207293467;0.198167339504384;9.2080763769706;0.469343698826171
FR;0;2021-01-15;0;2.70878363322533;14.1697097645616;2.09193191476808;39.0121462424306;4.38352114903681
FR;0;2021-01-15;1;;11.2076295319697;1.8654549553345;29.7459606456054;3.89629769025536
FR;0;2021-01-15;2;;2.96208023259184;0.226476959433581;9.26618559682527;0.487223458781454
FR;0;2021-01-16;0;2.69090387327005;14.3514873241069;2.13514133466001;38.3848646639995;4.34180170914115
FR;0;2021-01-16;1;;11.350667611612;1.89823451525252;29.281086886768;3.86649809032989
FR;0;2021-01-16;2;;3.00081971249495;0.236906819407496;9.10377777723145;0.475303618811266
FR;0;2021-01-17;0;2.72815337317689;14.5362448436449;2.19325055451468;38.8035490429523;4.43716042890266
FR;0;2021-01-17;1;;11.4460263313735;1.94889383512582;29.6163323859295;3.9558968901063
FR;0;2021-01-17;2;;3.09021851227136;0.244356719388864;9.18721665702277;0.48126353879636
FR;0;2021-01-18;0;2.74305317313962;14.8580805228399;2.25284975436562;40.6392043983614;4.63681774840332
FR;0;2021-01-18;1;;11.732102490658;2.00551307498421;31.0258534624043;4.14363436963677
FR;0;2021-01-18;2;;3.12597803218193;0.247336679381411;9.61335093595701;0.493183378766548
FR;0;2021-01-19;0;2.80861229297566;15.0994572822363;2.29456919426128;40.7256232381452;4.66661734832879
FR;0;2021-01-19;1;;11.9749692300506;2.06064233484633;30.9692342225459;4.18386382953616
FR;0;2021-01-19;2;;3.12448805218566;0.233926859414949;9.75638901559927;0.482753518792633
FR;0;2021-01-20;0;2.89205117276698;15.206735841968;2.36310827408987;40.9595500975602;4.69343698826171
FR;0;2021-01-20;1;;12.1016175297339;2.09938181474945;31.0780027622739;4.18833376952498
FR;0;2021-01-20;2;;3.1051183122341;0.26372645934042;9.88154733528625;0.505103218736737
FR;0;2021-01-21;0;2.97995999254712;15.3736136015506;2.44356719388864;41.2068867769416;4.7619760680903
FR;0;2021-01-21;1;;12.3251145291749;2.16643091458176;31.3044797217075;4.24644298937965
FR;0;2021-01-21;2;;3.0484990723757;0.277136279306882;9.90240705523408;0.515533078710652
FR;0;2021-01-22;0;3.0768086923049;15.4883420612637;2.43313733391472;41.4199539164087;4.78730572802695
FR;0;2021-01-22;1;;12.4547427888507;2.17090085457058;31.492217201238;4.2717726493163
FR;0;2021-01-22;2;;3.03359927241297;0.262236479344147;9.92773671517073;0.515533078710652
FR;0;2021-01-23;0;3.15279767211485;15.6269102009171;2.48975657377312;40.8895210377353;4.78283578803813
FR;0;2021-01-23;1;;12.6186405884408;2.22305015444015;31.1420719021137;4.28816242927531
FR;0;2021-01-23;2;;3.00826961247632;0.266706419332967;9.74744913562163;0.494673358762822
FR;0;2021-01-24;0;3.24517643188381;15.8206076004327;2.51508623370977;41.4035641364497;4.86031474784435
FR;0;2021-01-24;1;;12.7572087280942;2.24390987438798;31.5667162010516;4.36415140908526
FR;0;2021-01-24;2;;3.06339887233844;0.271176359321788;9.83684793539804;0.496163338759095
FR;0;2021-01-25;0;3.31818545170122;15.9353360601457;2.62534475343401;43.1975000519631;5.14341094713633
FR;0;2021-01-25;1;;12.8674672478185;2.33628863415694;32.9970969974743;4.62042796844431
FR;0;2021-01-25;2;;3.06786881232726;0.289056119277071;10.2004030544888;0.52298297869202
FR;0;2021-01-26;0;3.35990489159688;15.8906366602575;2.66408423333713;43.1066112721904;5.16576064708043
FR;0;2021-01-26;1;;12.8570373878446;2.36757821407869;32.9568675375749;4.65767746835115
FR;0;2021-01-26;2;;3.03359927241297;0.296506019258438;10.1497437346155;0.508083178729284
FR;0;2021-01-27;0;3.38076461154471;15.6358500808947;2.65663433335576;42.8890741927344;5.12851114717359
FR;0;2021-01-27;1;;12.7244291681762;2.38098803404515;32.7840298580071;4.61893798844804
FR;0;2021-01-27;2;;2.91142091271854;0.275646299310609;10.1050443347273;0.509573158725558
FR;0;2021-01-28;0;3.38374457153725;15.5837007810252;2.61789485345264;42.76689583304;5.09871154724812
FR;0;2021-01-28;1;;12.712509328206;2.3556583741085;32.7855198380034;4.59807826850021
FR;0;2021-01-28;2;;2.87119145281915;0.262236479344147;9.98137599503658;0.500633278747916
FR;0;2021-01-29;0;3.42546401143291;15.5092017812115;2.61789485345264;42.717726493163;5.11808128719968
FR;0;2021-01-29;1;;12.6841997082768;2.36310827408987;32.772110018037;4.61744800845176
FR;0;2021-01-29;2;;2.82500207293467;0.254786579362779;9.94561647512601;0.500633278747916
FR;0;2021-01-30;0;3.45675359135466;15.4391727213866;2.59554515350854;41.8639679552982;5.04656224737855
FR;0;2021-01-30;1;;12.6603600283364;2.3496984541234;32.1612182195648;4.56082876859337
FR;0;2021-01-30;2;;2.77881269305019;0.245846699385137;9.70274973573342;0.485733478785181
FR;0;2021-01-31;0;3.42844397142546;15.4436426613755;2.58809525352717;42.369071174035;5.08381174728539
FR;0;2021-01-31;1;;12.7512488081091;2.33628863415694;32.6335418783835;4.58764840852629
FR;0;2021-01-31;2;;2.69239385326632;0.251806619370232;9.73552929565144;0.496163338759095
FR;0;2021-02-01;0;3.48357323128758;15.4943019812487;2.56723553357934;44.1361874496154;5.34753820662581
FR;0;2021-02-01;1;;12.8793870877887;2.30350907423892;34.0669026347987;4.8066754679785
FR;0;2021-02-01;2;;2.6149148934601;0.26372645934042;10.0692848148167;0.540862738647302
FR;0;2021-02-02;0;3.50741291122796;15.6418100008798;2.52104615369486;43.9529199100738;5.34753820662581
FR;0;2021-02-02;1;;13.0164652474458;2.25731969435444;33.9328044351341;4.83051514791888
FR;0;2021-02-02;2;;2.62534475343401;0.26372645934042;10.0201154749397;0.517023058706925
FR;0;2021-02-03;0;3.50741291122796;15.7356787406451;2.5135962537135;43.6146944509197;5.30879872672269
FR;0;2021-02-03;1;;13.1192738671887;2.26178963434326;33.6958976157266;4.81561534795615
FR;0;2021-02-03;2;;2.61640487345637;0.251806619370232;9.91879683519309;0.493183378766548
FR;0;2021-02-04;0;3.45377363136211;15.7490885606115;2.55680567360543;43.3807675915047;5.31326866671152
FR;0;2021-02-04;1;;13.1088440072148;2.28860927427619;33.5468996160992;4.82306524793751
FR;0;2021-02-04;2;;2.64024455339675;0.268196399329241;9.8338679754055;0.490203418774001
FR;0;2021-02-05;0;3.32116541169377;15.5524112011034;2.5642555735868;42.9322836126264;5.29687888675251
FR;0;2021-02-05;1;;12.9702758675613;2.28860927427619;33.2340038168818;4.79624560800459
FR;0;2021-02-05;2;;2.58213533354208;0.275646299310609;9.6982797957446;0.500633278747916
FR;0;2021-02-06;0;3.3077555917273;15.5151617011966;2.56723553357934;41.9176072351641;5.2521794868643
FR;0;2021-02-06;1;;12.9345163476508;2.276689434306;32.5292432786444;4.75452616810893
FR;0;2021-02-06;2;;2.58064535354581;0.290546099273344;9.3883639565197;0.497653318755369
FR;0;2021-02-07;0;3.3077555917273;15.4227829414276;2.60746499347873;42.2692425142846;5.34157828664071
FR;0;2021-02-07;1;;12.8644872878259;2.32287881419048;32.9091881776941;4.83945502789652
FR;0;2021-02-07;2;;2.5582956536017;0.28458617928825;9.3600543365905;0.50212325874419
FR;0;2021-02-08;0;3.25411631186145;15.0502879423592;2.59852511350109;43.7100531706812;5.57401516605939
FR;0;2021-02-08;1;;12.6275804684184;2.33479865416067;34.183121074508;5.05401214735992
FR;0;2021-02-08;2;;2.42270747394081;0.26372645934042;9.52693209617314;0.520003018699472
FR;0;2021-02-09;0;3.257096271854;14.6509733033579;2.608954973475;43.0276423323879;5.50696606622708
FR;0;2021-02-09;1;;12.3534241491041;2.33926859414949;33.6199086359166;5.00335282748661
FR;0;2021-02-09;2;;2.29754915425383;0.269686379325514;9.40773369647126;0.503613238740463
FR;0;2021-02-10;0;3.25858625185028;14.3172177841926;2.62087481344519;42.369071174035;5.43395704640967
FR;0;2021-02-10;1;;12.1254572096742;2.35416839411223;33.186324457001;4.95865342759841
FR;0;2021-02-10;2;;2.19176057451841;0.266706419332967;9.18274671703395;0.475303618811266
FR;0;2021-02-11;0;3.26752613182792;13.9193931251876;2.61044495347128;41.6255711558944;5.43842698639849
FR;0;2021-02-11;1;;11.8125614104568;2.36310827408987;32.5679827585475;4.96163338759095
FR;0;2021-02-11;2;;2.10683171473081;0.247336679381411;9.05758839734697;0.476793598807539
FR;0;2021-02-12;0;3.29434577176084;13.7867849055193;2.62385477343774;40.9997795574596;5.41160734646557
FR;0;2021-02-12;1;;11.7708419705611;2.38247801404142;32.2401871593673;4.94524360763195
FR;0;2021-02-12;2;;2.01594293495813;0.241376759396317;8.75959239809226;0.466363738833624
FR;0;2021-02-13;0;3.2630561918391;13.5409382061341;2.61342491346382;39.7407464606084;5.35200814661463
FR;0;2021-02-13;1;;11.5518149111089;2.38545797403397;31.2374306218752;4.89607426775492
FR;0;2021-02-13;2;;1.9891232950252;0.227966939429855;8.50331583873321;0.455933878859709
FR;0;2021-02-14;0;3.23176661191735;13.3457508266223;2.59554515350854;39.9106041801836;5.42799712642458
FR;0;2021-02-14;1;;11.3625874515822;2.37353813406378;31.3953685014802;4.98100312754251
FR;0;2021-02-14;2;;1.98316337504011;0.22200701944476;8.5152356787034;0.446993998882068
FR;0;2021-02-15;0;3.17663735205523;13.2414522268831;2.56276559359052;41.345454916595;5.63212438591406
FR;0;2021-02-15;1;;11.2329591919064;2.34224855414204;32.587352498499;5.16129070709161
FR;0;2021-02-15;2;;2.00849303497676;0.220517039448487;8.75810241809599;0.470833678822445
FR;0;2021-02-16;0;3.10064837224528;13.0641446073266;2.54041589364642;40.3352484791215;5.56805524607429
FR;0;2021-02-16;1;;11.051181632361;2.30946899422402;31.7708434605411;5.08381174728539
FR;0;2021-02-16;2;;2.01296297496558;0.230946899422402;8.56440501858042;0.484243498788907
FR;0;2021-02-17;0;3.0484990723757;13.1356636471477;2.55233573361661;39.9165641001687;5.52633580617863
FR;0;2021-02-17;1;;11.0794912522902;2.30797901422774;31.4445378413572;5.04954220737109
FR;0;2021-02-17;2;;2.05617239485751;0.244356719388864;8.47202625881146;0.476793598807539
FR;0;2021-02-18;0;3.01422953246141;13.1252337871738;2.57766539355326;39.3593115815624;5.54123560614137
FR;0;2021-02-18;1;;11.0869411522716;2.31244895421657;31.0213835224155;5.05252216736364
FR;0;2021-02-18;2;;2.03829263490223;0.265216439336694;8.33792805914684;0.488713438777728
FR;0;2021-02-19;0;2.99336981251358;12.9821957075315;2.55531569360916;38.8363286028703;5.48759632627552
FR;0;2021-02-19;1;;10.8887738127672;2.29009925427246;30.6906079632428;5.00037286749407
FR;0;2021-02-19;2;;2.09342189476435;0.265216439336694;8.14572063962755;0.487223458781454
FR;0;2021-02-20;0;2.94867041262538;13.1252337871738;2.58511529353463;37.8603917053112;5.42799712642458
FR;0;2021-02-20;1;;11.0094621924653;2.32585877418303;29.9247582451582;4.97355322756114
FR;0;2021-02-20;2;;2.11577159470846;0.259256519351599;7.93563346015298;0.454443898863436
FR;0;2021-02-21;0;2.89503113275953;13.2891315867639;2.58511529353463;38.2731161642789;5.47567648630533
FR;0;2021-02-21;1;;11.1659100920741;2.32585877418303;30.3196029441707;5.03464240740836
FR;0;2021-02-21;2;;2.12322149468982;0.259256519351599;7.95351322010826;0.441034078896974
FR;0;2021-02-22;0;2.82053213294585;13.344260846626;2.61789485345264;39.8286552803885;5.691723585765
FR;0;2021-02-22;1;;11.2567988718467;2.36906819407496;31.6680348407982;5.24174962689038
FR;0;2021-02-22;2;;2.08746197477926;0.248826659377685;8.16062043959029;0.449973958874615
FR;0;2021-02-23;0;2.77732271305392;13.3085013267154;2.60746499347873;39.2460731018456;5.68427368578363
FR;0;2021-02-23;1;;11.2314692119101;2.3780080740526;31.1793214020205;5.22833980692392
FR;0;2021-02-23;2;;2.07703211480534;0.229456919426128;8.06675169982505;0.455933878859709
FR;0;2021-02-24;0;2.71474355321043;13.1937728670024;2.63130467341911;38.7886492429896;5.65894402584698
FR;0;2021-02-24;1;;11.1584601920927;2.42121749394454;30.8410959428664;5.20599010697982
FR;0;2021-02-24;2;;2.03531267490968;0.210087179474572;7.94755330012317;0.452953918867162
FR;0;2021-02-25;0;2.69239385326632;13.2459221668719;2.62832471342656;38.4414839038579;5.62467448593269
FR;0;2021-02-25;1;;11.2642487718281;2.44058723389609;30.6503785033434;5.20450012698355
FR;0;2021-02-25;2;;1.98167339504383;0.187737479530469;7.79110540051445;0.420174358949144
FR;0;2021-02-26;0;2.67302411331477;13.3025414067303;2.73113333316944;37.9781001250168;5.70960334572028
FR;0;2021-02-26;1;;11.4057968714741;2.54935577362406;30.3672823040514;5.29091896676741
FR;0;2021-02-26;2;;1.89674453525624;0.181777559545374;7.61081782096535;0.41868437895287
FR;0;2021-02-27;0;2.67004415332222;13.3546907065999;2.75944295309863;37.15712114707;5.66788390582462
FR;0;2021-02-27;1;;11.4892357512654;2.56276559359052;29.7861901055047;5.26409932683449
FR;0;2021-02-27;2;;1.8654549553345;0.19667735950811;7.3709310415653;0.403784578990135
FR;0;2021-02-28;0;2.6938838332626;13.3070113467192;2.80861229297566;37.5176963061682;5.76622258557868
FR;0;2021-02-28;1;;11.5026455712319;2.61640487345637;30.1735849045359;5.36243800658854
FR;0;2021-02-28;2;;1.80436577548728;0.192207419519289;7.34411140163238;0.403784578990135
FR;0;2021-03-01;0;2.74603313313217;13.2429422068794;2.87119145281915;38.9465871225946;5.99418952500853
FR;0;2021-03-01;1;;11.4832758312803;2.67898403329986;31.4355979613796;5.57252518606311
FR;0;2021-03-01;2;;1.75966637559907;0.192207419519289;7.51098916121502;0.421664338945417
FR;0;2021-03-02;0;2.79222251301665;13.3681005265664;2.9471804326291;38.3148356041746;5.99269954501226
FR;0;2021-03-02;1;;11.6456836508741;2.76242291309118;30.8902652827434;5.58295504603703
FR;0;2021-03-02;2;;1.72241687569224;0.184757519537921;7.42457032143115;0.409744498975229
FR;0;2021-03-03;0;2.83692191290486;13.5007087462347;2.95612031260674;38.0749488247746;6.00908932497127
FR;0;2021-03-03;1;;11.7246525906766;2.75348303311354;30.7040177832092;5.59934482599604
FR;0;2021-03-03;2;;1.77605615555808;0.202637279493204;7.3709310415653;0.409744498975229
FR;0;2021-03-04;0;2.79222251301665;13.5439181661267;3.03806921240179;37.881251425259;6.0582586648483
FR;0;2021-03-04;1;;11.7216726306841;2.82649205293094;30.5728995435372;5.64553420588052
FR;0;2021-03-04;2;;1.82224553544256;0.211577159470846;7.30835188172181;0.412724458967776
FR;0;2021-03-05;0;2.72368343318807;13.6005374059851;3.03210929241669;37.6652043257993;6.11338792471042
FR;0;2021-03-05;1;;11.7514722306096;2.81457221296075;30.4239015439098;5.69321356576127
FR;0;2021-03-05;2;;1.84906517537549;0.21753707945594;7.2413027818895;0.420174358949144
FR;0;2021-03-06;0;2.69835377325142;13.4738891063018;3.04104917239434;36.7950560079756;6.08954824477004
FR;0;2021-03-06;1;;11.633763810904;2.83841189290113;29.7116911056911;5.68427368578363
FR;0;2021-03-06;2;;1.84012529539785;0.202637279493204;7.0833649022845;0.405274558986408
FR;0;2021-03-07;0;2.66259425334085;13.5275283861677;3.00230969249122;37.2092704469396;6.17149714456509
FR;0;2021-03-07;1;;11.6605834508369;2.79818243300175;30.1616650645657;5.76771256557495
FR;0;2021-03-07;2;;1.86694493533077;0.204127259489478;7.04760538237394;0.403784578990135
FR;0;2021-03-08;0;2.6149148934601;13.578187706041;3.00677963248004;38.7245801031498;6.44267350388687
FR;0;2021-03-08;1;;11.6903830507624;2.80563233298311;31.4951971612305;6.03292900491164
FR;0;2021-03-08;2;;1.8878046552786;0.201147299496931;7.22938294191931;0.409744498975229
FR;0;2021-03-09;0;2.52253613369114;13.4962388062459;3.03657923240552;38.2880159642417;6.45459334385706
FR;0;2021-03-09;1;;11.6590934708406;2.83245197291604;31.1078023621994;6.05527870485575
FR;0;2021-03-09;2;;1.8371453354053;0.204127259489478;7.18021360204229;0.399314639001314
FR;0;2021-03-10;0;2.50167641374331;13.4276997264173;3.07233875231608;37.8454919053484;6.43224364391296
FR;0;2021-03-10;1;;11.6456836508741;2.88013133279679;30.7576570630751;6.0522987448632
FR;0;2021-03-10;2;;1.78201607554318;0.192207419519289;7.08783484227332;0.379944899049758
FR;0;2021-03-11;0;2.4852866337843;13.5975574459925;3.10958825222292;37.6950039257248;6.51866248369683
FR;0;2021-03-11;1;;11.8289511904158;2.92334075268872;30.669748243295;6.12977770466943
FR;0;2021-03-11;2;;1.76860625557672;0.186247499534195;7.02525568242984;0.388884779027399
FR;0;2021-03-12;0;2.52253613369114;13.627357045918;3.14236781214094;37.4938566262279;6.59763142349932
FR;0;2021-03-12;1;;11.8811004902854;2.96953013257321;30.5877993434999;6.20576668447938
FR;0;2021-03-12;2;;1.74625655563261;0.172837679567733;6.90605728272795;0.391864739019946
FR;0;2021-03-13;0;2.51806619370232;13.9685624650646;3.16769747207759;36.7950560079756;6.53356228365956
FR;0;2021-03-13;1;;12.1984662294916;2.9978397525024;30.0573664648265;6.15063742461726
FR;0;2021-03-13;2;;1.77009623557299;0.169857719575186;6.73768954314904;0.382924859042305
FR;0;2021-03-14;0;2.48677661378057;14.2054692844721;3.29583575175712;37.423827566403;6.70193002323847
FR;0;2021-03-14;1;;12.3936536090035;3.11703815220429;30.6310087633918;6.31006528421853
FR;0;2021-03-14;2;;1.81181567546865;0.178797599552827;6.79281880301116;0.391864739019946
FR;0;2021-03-15;0;2.46591689383274;14.5362448436449;3.28987583177202;39.2654428417971;6.94330678263479
FR;0;2021-03-15;1;;12.6454602283737;3.10213835224155;32.2014476794642;6.52760236367447
FR;0;2021-03-15;2;;1.89078461527115;0.187737479530469;7.06399516233295;0.415704418960323
FR;0;2021-03-16;0;2.5135962537135;14.78209154303;3.3137155117124;39.019596142412;6.89711740275031
FR;0;2021-03-16;1;;12.9091866877141;3.13938785214839;32.0509596998405;6.49333282376017
FR;0;2021-03-16;2;;1.87290485531586;0.174327659564007;6.96863644257144;0.403784578990135
FR;0;2021-03-17;0;2.51210627371722;15.147136642117;3.39119447151862;39.0091662824381;6.95522662260498
FR;0;2021-03-17;1;;13.27870172679;3.19898705199933;32.064369519807;6.53803222364838
FR;0;2021-03-17;2;;1.86843491532704;0.192207419519289;6.94479676263106;0.417194398956597
FR;0;2021-03-18;0;2.53445597366133;15.3482839416139;3.42993395142173;39.1075049621921;7.00588594247828
FR;0;2021-03-18;1;;13.4813390062832;3.23623655190617;32.1954877594791;6.58273162353659
FR;0;2021-03-18;2;;1.86694493533077;0.193697399515563;6.91201720271304;0.423154318941691
FR;0;2021-03-19;0;2.54786579362779;15.9502358601085;3.53274257116461;39.3742113815251;7.05058534236649
FR;0;2021-03-19;1;;14.0818009447814;3.3360652116565;32.5590428785698;6.63041098341734
FR;0;2021-03-19;2;;1.86843491532704;0.19667735950811;6.81516850295526;0.420174358949144
FR;0;2021-03-20;0;2.5299860336725;16.094763919747;3.62214137094102;38.8229187829039;7.08187492228823
FR;0;2021-03-20;1;;14.2516586643566;3.41205419146645;32.2178374594232;6.672130423313
FR;0;2021-03-20;2;;1.84310525539039;0.210087179474572;6.60508132348069;0.409744498975229
FR;0;2021-03-21;0;2.61342491346382;16.2541917793483;3.63555119090749;39.4963897412195;7.26812242182243
FR;0;2021-03-21;1;;14.4542959438498;3.42844397142546;32.8898184377426;6.85390798285838
FR;0;2021-03-21;2;;1.79989583549846;0.207107219482025;6.60657130347697;0.41421443896405
FR;0;2021-03-22;0;2.61342491346382;16.5268581186663;3.73537985065781;41.4780631362634;7.56462844108086
FR;0;2021-03-22;1;;14.7686817230635;3.52380269118697;34.6345850133789;7.12359436218389
FR;0;2021-03-22;2;;1.7581763956028;0.211577159470846;6.84347812288446;0.441034078896974
FR;0;2021-03-23;0;2.58958523352345;17.0677208573136;3.84414839038578;41.6255711558944;7.6301875609169
FR;0;2021-03-23;1;;15.2305755219083;3.61171151096711;34.7612333130622;7.18468354203111
FR;0;2021-03-23;2;;1.8371453354053;0.232436879418675;6.86433784283229;0.445504018885794
FR;0;2021-03-24;0;2.56574555358307;17.2733380967994;3.87990791029635;41.5346823761218;7.66892704082001
FR;0;2021-03-24;1;;15.4510925613568;3.6683307508255;34.7150439331777;7.23534286190441
FR;0;2021-03-24;2;;1.82224553544256;0.211577159470846;6.81963844294408;0.433584178915606
FR;0;2021-03-25;0;2.59703513350482;17.7218220756777;3.94844699012493;41.8758877952684;7.76875570057034
FR;0;2021-03-25;1;;15.8951066002463;3.73835981065036;35.0532693923318;7.33219156166219
FR;0;2021-03-25;2;;1.82671547543138;0.210087179474572;6.82261840293663;0.436564138908153
FR;0;2021-03-26;0;2.60746499347873;17.8693300953088;4.02443596993489;42.2558326943182;7.82388496043246
FR;0;2021-03-26;1;;16.0128150199519;3.81732875045286;35.4510940513368;7.40520058147959
FR;0;2021-03-26;2;;1.85651507535686;0.207107219482025;6.80473864298135;0.41868437895287
FR;0;2021-03-27;0;2.64769445337812;18.1002769947312;4.08999508977092;41.7060300756932;7.84772464037284
FR;0;2021-03-27;1;;16.1975725394899;3.89331773026281;35.0309196923877;7.44543004137898
FR;0;2021-03-27;2;;1.90270445524134;0.19667735950811;6.67511038330555;0.402294598993861
FR;0;2021-03-28;0;2.59256519351599;18.2313952344033;4.06913536982309;42.3824809940014;7.93861342014553
FR;0;2021-03-28;1;;16.318260919188;3.88139789029262;35.6850209107518;7.54376872113303
FR;0;2021-03-28;2;;1.91313431521525;0.187737479530469;6.69746008324965;0.394844699012493
FR;0;2021-03-29;0;2.63577461340793;18.5860104735164;4.19429368951007;44.6472505883372;8.35580781910213
FR;0;2021-03-29;1;;16.6207268584316;4.00953616997215;37.6607343858105;7.94308336013435
FR;0;2021-03-29;2;;1.96528361508483;0.184757519537921;6.98651620252672;0.412724458967776
FR;0;2021-03-30;0;2.72964335317316;18.6679593733114;4.23899308939828;44.4654730287919;8.3513378791133
FR;0;2021-03-30;1;;16.7056557182192;4.07509528980819;37.532596106131;7.95053326011572
FR;0;2021-03-30;2;;1.96230365509228;0.163897799590092;6.93287692266087;0.400804618997588
FR;0;2021-03-31;0;2.8175521729533;18.9078461527115;4.33137184916724;44.2926353492241;8.37070761906486
FR;0;2021-03-31;1;;16.9559723575931;4.15555420960696;37.4193576264142;7.96990300006727
FR;0;2021-03-31;2;;1.95187379511836;0.17581763956028;6.87327772280993;0.400804618997588
FR;0;2021-04-01;0;2.85778163285269;19.0240645924208;4.43567044890639;44.4714329487769;8.48394609878165
FR;0;2021-04-01;1;;17.0379212573882;4.24942294937219;37.6175249659186;8.07420159980642
FR;0;2021-04-01;2;;1.98614333503266;0.186247499534195;6.85390798285838;0.409744498975229
FR;0;2021-04-02;0;2.89354115276325;19.2118020719513;4.44461032888403;44.5816914685012;8.56887495856924
FR;0;2021-04-02;1;;17.2033090369745;4.26283276933866;37.7948325854751;8.16807033957166
FR;0;2021-04-02;2;;2.00849303497676;0.181777559545374;6.78685888302607;0.400804618997588
FR;0;2021-04-03;0;2.96655017258066;19.4054994714668;4.49526964875733;43.8963006702154;8.54950521861769
FR;0;2021-04-03;1;;17.4417058363783;4.30008226924549;37.2792995067645;8.14721061962383
FR;0;2021-04-03;2;;1.96379363508855;0.195187379511836;6.61700116345088;0.402294598993861
FR;0;2021-04-04;0;3.02763935242787;19.7064754307141;4.63979770839587;44.4639830487956;8.73128277816306
FR;0;2021-04-04;1;;17.7352318956442;4.43865040889894;37.8738015252776;8.33047815916547
FR;0;2021-04-04;2;;1.97124353506992;0.201147299496931;6.59018152351796;0.400804618997588
FR;0;2021-04-05;0;3.0544589923608;19.0240645924208;4.56231874858964;45.790065245479;8.98010943754075
FR;0;2021-04-05;1;;17.2584382968366;4.37458126905917;39.1238947421511;8.57334489855806
FR;0;2021-04-05;2;;1.76562629558417;0.187737479530469;6.66617050332791;0.406764538982682
FR;0;2021-04-06;0;3.06935879232353;19.2728912517985;4.62191794844058;47.794088340467;9.28853529676937
FR;0;2021-04-06;1;;17.5281246761622;4.43120050891757;40.8954809577204;8.8698509178165
FR;0;2021-04-06;2;;1.74476657563634;0.190717439523016;6.89860738274658;0.41868437895287
FR;0;2021-04-07;0;3.07084877231981;19.2162720119401;4.67406724831016;47.0222787023973;9.30045513673956
