pays,population,max_deaths,rms_sr,rms_sir,ratio,winner,n_modes_sr,gamma,t_c_gamma,R2_gamma
France,67000000.0,530.7142857142857,7.419036264067431,43.087832676497136,5.807739865780701,SR,4,2.1149586804315788,50,0.6147883073803817
